what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.delete",1295283086250
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1295283087343
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1295283099703
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1295283103609
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1295283105140
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1295283125562
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1295283136671
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1295283138812
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1295283139937
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1295283140781
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1295283144484
activated,view,org.eclipse.ui.ide,3.6.0.I20100601-0800,"org.eclipse.ui.views.ResourceNavigator",1295283145734
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1295283176562
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1295283177234
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1295283178203
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1295283179671
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1295283182968
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1295283186125
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1295283190953
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1295283191484
opened,editor,net.sourceforge.phpeclipse,1.2.3.200910091456PRD,"net.sourceforge.phpeclipse.PHPUnitEditor",1295283197406
activated,editor,net.sourceforge.phpeclipse,1.2.3.200910091456PRD,"net.sourceforge.phpeclipse.PHPUnitEditor",1295283197515
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1295283200453
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1295283200843
error,log,,,"Could not write metadata for '/RemoteSystemsTempFiles'.",1295283205500
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1295283216015
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1295283217281
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1295283217984
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1295283218546
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1295283251484
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1295283256718
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1295283256843
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1295283258390
activated,editor,net.sourceforge.phpeclipse,1.2.3.200910091456PRD,"net.sourceforge.phpeclipse.PHPUnitEditor",1295283260796
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1295283288078
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1295283317281
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1295283326218
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1295283344000
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1295283374000
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1295283385968
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1295283408734
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1295283427484
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.save",1295283432703
